m,tau,t1_over_tau,gatemargin_over_tau,boundC,R_over_tau25,abs_sinw,prec_bits,r25_hp,sinw_hp,tau_hp
87,2.646761342039845663e-5,0.250004962772,0.750008271151,3.7140603954,-0.2579354273,0.9999999796,896,-2.57935427285785042538141751600053099883269130460381593025853126368269225486150987071837501e-1,9.99999979578123738789093640869445861104403559840107604118028130789253891596127683353611818e-1,2.64676134203984579341273816374981681262985670467939690491719842473522342634614055029333189e-5
88,2.587285372075528902e-5,0.250004851251,0.750008085288,3.7140578567,0.2579354345,0.9999999800,901,2.57935434516482545575808945784713071124345753713766745354054118062330273159987627935827234e-1,9.99999980037013710406959325903843854709122097410716452173563512003474432695105846666302085e-1,2.58728537207552906458078096928221821847202795751734052500413180231456885474751931053516241e-5
89,2.529791855210720815e-5,0.250004743446,0.750007905620,3.7140554027,-0.2579354415,0.9999999805,907,-2.57935441506183149127024358075204579644771198664469183462946557515849325879247621641178046e-1,9.99999980480608599362108433270915917457956572832361276250462024454278718013830721010826181e-1,2.52979185521072069354002705324544796931750824577574354750966910661669734340708077707863505e-5
90,2.474193654931291402e-5,0.250004639196,0.750007731874,3.7140530295,0.2579354483,0.9999999809,912,2.57935448265478699743946647453150942161412112166841532880119407031710966410714263327569715e-1,9.99999980909580649449163113815617588685413702437286324839355701366314984784848262474044654e-1,2.47419365493129130513862958978569736943812025849471684172892020982402131072064473942794432e-5
91,2.420408370128575770e-5,0.250004538345,0.750007563794,3.7140507337,-0.2579354548,0.9999999813,917,-2.57935454804385491466753112744529467106262767007177161409311702163067159817610360221465335e-1,9.99999981324565573806012699822564041474155618923096526138871321339593359762199891481996182e-1,2.42040837012857566714581126605649404040551869510167920077115965882786070198882233768098858e-5
92,2.368358029609679915e-5,0.250004440747,0.750007401136,3.7140485120,0.2579354611,0.9999999817,923,2.57935461132381391482434972943784324810095723843544903319090485729105272254166285001553112e-1,9.99999981726164911409592769881044113509740440867187336876904398178144849914989288084379211e-1,2.36835802960967999590737493774763888457429157725310515978244090925502493840786927678560421e-5
93,2.317968809355318798e-5,0.250004346264,0.750007243669,3.7140463612,-0.2579354673,0.9999999821,928,-2.57935467258440201672975955783681548285591680531368929708584095307714869548307423195318635e-1,9.99999982114948208114798151148330193382483031714364097375587535170417690245774385667098860e-1,2.31796880935531869280600894605287890408767675556229102000241545784647656859680396334558165e-5
94,2.269170770609757877e-5,0.250004254765,0.750007091175,3.7140442782,0.2579354732,0.9999999825,933,2.57935473191063488767355704961224947032888735258746377208016685175943913169446233554743581e-1,9.99999982491455037009340569041687530016451961867174505962500574176307168559515396114084679e-1,2.26917077060975785295975594244974619018204217574793706079036776680216389068145522764983655e-5
95,2.221897617066997591e-5,0.250004166125,0.750006943445,3.7140422604,-0.2579354789,0.9999999829,939,-2.57935478938310094000249658804475074616951983625300613341075526637337374396716903984546697e-1,9.99999982856196871472667402969507252495323486346773764886033264409381963578203869205634882e-1,2.22189761706699748464419944965582712117304956911793757231378191476967231645050908134576285e-5
96,2.176086469578370012e-5,0.250004080226,0.750006800285,3.7140403050,0.2579354845,0.9999999832,944,2.57935484507823513616738952725066900406825201505253209308353765456437636815805029728009998e-1,9.99999983209658823085087078807151014153443593694456694253715072324352094328852652317510700e-1,2.17608646957837000876541842833960392820188597761413005006404136397251567353583372290221139e-5
97,2.131677656951346439e-5,0.250003996957,0.750006661507,3.7140384095,-0.2579354899,0.9999999836,949,-2.57935489906857323994542465726825009651636411568374597403044417251426846416978996395930378e-1,9.99999983552301255417982514713188580386389842989908407120356916987699886516837906091712628e-1,2.13167765695134659032622054551848250472794076268654053455197641152628464502755942526379325e-5
98,2.088614521539350867e-5,0.250003916211,0.750006526934,3.7140365714,0.2579354951,0.9999999839,955,2.57935495142298809361550247317417996562632500169142072089448456717121817481028577415365053e-1,9.99999983884561283733361175221943618544247554089054105504085365106732176380072279440343830e-1,2.08861452153935073840354706046773654511506348678942362125146459323881387039737063522503934e-5
99,2.046843238439386792e-5,0.250003837888,0.750006396398,3.7140347884,-0.2579355002,0.9999999842,960,-2.57935500220690935871679664342915183091418012763486128908379394887506215007602568247853166e-1,9.99999984206854169718601804672487812410297825481526548533719104808614611710125144496474676e-1,2.04684323843938690598685034976178677666884995752379722079118365841621677749504640565594840e-5
100,2.006312647219716017e-5,0.250003761891,0.750006269740,3.7140330584,0.2579355051,0.9999999845,965,2.57935505148252802994371727612252307483007206439179027659363303538648415727278709956171427e-1,9.99999984519574619569198313216695383443307080286793462292200679288307095126154276970705918e-1,2.00631264721971618273872772135903412510661931386109033622877628066293571304765468001040189e-5
101,1.966974095194900799e-5,0.250003688129,0.750006146806,3.7140313793,-0.2579355099,0.9999999848,971,-2.57935509930898691620694372320593035489130258485417178339147567078365132232346388407314577e-1,9.99999984823097992998938982840498391816171059081370973024736866885128866630798437256558677e-1,1.96697409519490072872740951451641968924918309649853375937037357170673077629164264501038184e-5
102,1.928781291351396938e-5,0.250003616515,0.750006027453,3.7140297491,0.2579355146,0.9999999851,976,2.57935514574255817857990023272315846350494768380046971217842715622763517545647194144148668e-1,9.99999985117781430094784442526907525418909599738115620238062419388526928289255278296691974e-1,1.92878129135139695763682185383570996386634165397878044110339163727635291748384721365466466e-5
103,1.891690170104481082e-5,0.250003546968,0.750005911543,3.7140281659,-0.2579355191,0.9999999854,981,-2.57935519083680892056725552586837229554173619003834669353428440443846492176126471544350303e-1,9.99999985403964902335192711289817422940493798142296612421103734897721572622071646536258600e-1,1.89169017010448092914371289445296664904031753849574850758291185679952806644274615416289060e-5
104,1.855658764137502710e-5,0.250003479407,0.750005798944,3.7140266279,0.2579355235,0.9999999857,987,2.57935523464275574082649993024429501989111235107579449755684675317508693254567172193812041e-1,9.99999985681972193549116175500895329633607393447664544101464425004406485869013195545957995e-1,1.85565876413750267297822610833836735561001462523340736648091411326947823010666809068406200e-5
105,1.820647085638055945e-5,0.250003413758,0.750005689533,3.7140251335,-0.2579355277,0.9999999860,992,-2.57935527720900908121401666981038324903832217938975562604825660376258212903509480002754790e-1,9.99999985952111816102450502990176359218567605249041228705049458112415938555877220782713549e-1,1.82064708563805607919824093676720465414575812787847063660358728623738051978048257760702566e-5
106,1.786617015303298492e-5,0.250003349950,0.750005583188,3.7140236809,0.2579355319,0.9999999862,997,2.57935531858190813298636875147768527404243560347556945999797087238192753394180205977754875e-1,9.99999986214677867154099078103483750474561227177515245668677536272359776258332228996008203e-1,1.78661701530329839572003502185766044436395253519074217164757964076720557965387135331563155e-5
107,1.753532198538963524e-5,0.250003287915,0.750005479798,3.7140222687,-0.2579355359,0.9999999865,1003,-2.57935535880564700043068060466596466993416059103937374490655179238742726933483650654264297e-1,9.99999986469950829420361681337158082273325060414663479681001200382408136032408413348647514e-1,1.75353219853896347810080000940813564904953613202786286132866125991457671332961759321892324e-5
108,1.721357948324124434e-5,0.250003227586,0.750005379253,3.7140208954,0.2579355398,0.9999999867,1008,2.57935539792239276347082204545424005143789440299070037883560605192398910943782603771661579e-1,9.99999986718198320519909635334599716888934929603784809938889528121994820573751374082586435e-1,1.72135794832412431920233286340873464789962096078581516131384256513271521536555626610806737e-5
109,1.690061154256952819e-5,0.250003168903,0.750005281450,3.7140195596,-0.2579355436,0.9999999870,1013,-2.57935543597239602831576673590707190732934578096882776623948711363218381455857722017780696e-1,9.99999986959675794638471289289680075592376286059125485377363945605778615989409330682974522e-1,1.69006115425695287992022197049024329114039949055005031636291220356801172251888901378465853e-5
110,1.659610197336026902e-5,0.250003111806,0.750005186290,3.7140182598,0.2579355473,0.9999999872,1019,2.57935547299409450746315740370139582757565153634902861226905910970133797092844798812920891e-1,9.99999987194627199949221259180022713039417414887450902830610298817545413719041281034473251e-1,1.65961019733602680973177316189428695467974597223198868682718494494771304112528602600481173e-5
111,1.629974870067525301e-5,0.250003056239,0.750005093680,3.7140169949,-0.2579355509,0.9999999874,1024,-2.57935550902421012688060892040718262169575539315730943756427152483172804517491848816338072e-1,9.99999987423285594948797560655659082105548564014180222030388104382400043337309070778972462e-1,1.62997487006752540130170731933101216433440339320765927953084329835634157763317208061957577e-5
112,1.601126301521282603e-5,0.250003002147,0.750005003528,3.7140157635,0.2579355544,0.9999999876,1029,2.57935554409784011854474059051646722578293326592243605984371998819548856984756172924682429e-1,9.99999987645873726617228815068614364780313254688385934608256071833241325244137404473282550e-1,1.60112630152128260569725307885901853207279774330573039735552348006173008916856369940460292e-5
113,1.573036886988428697e-5,0.250002949478,0.750004915748,3.7140145645,-0.2579355578,0.9999999879,1035,-2.57935557824854252035213461159512288225000809622875999238636780296931612784767171275277389e-1,9.99999987862604573080482426937410458375076694391714728624921541562444704745219362877712398e-1,1.57303688698842873437248499842973643045912984517229681912995446698330355321540497209133390e-5
114,1.545680221920528233e-5,0.250002898183,0.750004830258,3.7140133969,0.2579355612,0.9999999881,1040,2.57935561150841647239487940160633391862447208631964960438558865165552008289801248539959939e-1,9.99999988073681853244733242761054671120011692060661323446559115568466445782428866292499836e-1,1.54568022192052829638699266993004301299042297073681015060620496976045708760394798443635073e-5
115,1.519031039854954723e-5,0.250002848214,0.750004746979,3.7140122594,-0.2579355644,0.9999999883,1045,-2.57935564390817766841797292955677664366264866286185042201882216831825971206272246537551789e-1,9.99999988279300505679908246543555171029037479026483783844830227029007464927744102593283897e-1,1.51903103985495465767296389227636840516698782700345549861279366904838319345889536792851339e-5
116,1.493065154053953036e-5,0.250002799527,0.750004665836,3.7140111511,0.2579355675,0.9999999885,1051,2.57935567547722929367909874558480269433974626124658298919114807868043559050024223645963834e-1,9.99999988479647138854887933489135892848064174177941689936980013971295605531966704738089919e-1,1.49306515405395309036219354395990346494678123459727762996943330293476360742760851700131016e-5
117,1.467759402605630060e-5,0.250002752078,0.750004586755,3.7140100709,-0.2579355706,0.9999999887,1056,-2.57935570624372875517281347771263772405642376309544495873243437260583091667567108396180061e-1,9.99999988674900454666413427184222031659302215271804650638989570555341015253444167745628899e-1,1.46775940260563013684314683215381713656794574372571525046985443132542538129031702925010133e-5
118,1.443091596754146854e-5,0.250002705825,0.750004509668,3.7140090180,0.2579355736,0.9999999889,1061,2.57935573623465048704489665359625527580155301710665412999454860358649066041148057337550017e-1,9.99999988865231647056888292466014509155996908167166580233683224813026535293736548900065438e-1,1.44309159675414692997942846852359849203511909403245272420566739207475307147116377279923575e-5
119,1.419040472243847305e-5,0.250002660728,0.750004434508,3.7140079914,-0.2579355765,0.9999999891,1067,-2.57935576547584509281401510157765324503392885829868653972784417322339421664229128820390278e-1,9.99999989050804777381640637599634058396853376247287658586821426125970596567619390907581909e-1,1.41904047224384728530823220531897450348270798250273136281324366450104555196982435150282867e-5
120,1.395585643478062198e-5,0.250002616749,0.750004361211,3.7140069903,0.2579355794,0.9999999892,1072,2.57935579399209506656173317626629683518536938330637997735262824726703675707087338671253849e-1,9.99999989231777128062712218653676642955338107397934033940373385720403566383599806601208728e-1,1.39558564347806223431482546444460892882883421551042397845108519972687454051224880654087588e-5
121,1.372707560308031222e-5,0.250002573852,0.750004289717,3.7140060138,-0.2579355822,0.9999999894,1077,-2.57935582180716731739027542026732380086889824754033713406789413811885099768193980357354803e-1,9.99999989408299535952863967281955052848628736489286279904074788933368835700699496067924528e-1,1.37270756030803123665065327308250612917158973812153377882187560123967972681829127365609522e-5
122,1.350387467280883941e-5,0.250002532001,0.750004219967,3.7140050611,0.2579355849,0.9999999896,1083,2.57935584894386270503774856531724982862417069705532370127886072936312198440160472291709469e-1,9.99999989580516706729326600106224539530019807905597827980302875954904457252078498903734366e-1,1.35038746728088394444665805080803068994382188958790887654963087657551797344278606418277103e-5
123,1.328607365188041110e-5,0.250002491163,0.750004151904,3.7140041314,-0.2579355875,0.9999999897,1088,-2.57935587542406277945397810986086365323165333239186463205218498404059233882103161540715134e-1,9.99999989748567511541063246985022328905161847585379896350144053590083426648436356811930856e-1,1.32860736518804108894161246378992421118936893034737973304669887584459886172266698073527727e-5
124,1.307349974766814583e-5,0.250002451304,0.750004085474,3.7140032241,0.2579355901,0.9999999899,1093,2.57935590126877390326029443036953543095954532238594905349931982144736668285137163312975094e-1,9.99999989912585267045209337622209132638124996229355437825503601393005266073725755029502229e-1,1.30734997476681463893139618006149083403377190686680354428340689082695595539342351355546999e-5
125,1.286598702418502469e-5,0.250002412395,0.750004020626,3.7140023383,-0.2579355926,0.9999999901,1099,-2.57935592649816892323818305903718001052592746672349757547089181014545474578372120254659707e-1,9.99999990072697999887244665099573457971201276398442602354348145368302033942438651355787541e-1,1.28659870241850253735213446067228683932718051583507727336075800600038200107326312215722198e-5
126,1.266337607815960515e-5,0.250002374405,0.750003957310,3.7140014735,0.2579355951,0.9999999902,1104,2.57935595113162654521931270181393572061825531630003152626492297670694551133044661420456331e-1,9.99999990229028696604728125351743089986130906488593954089062675799724238164489837253686075e-1,1.26633760781596056081051409516029478735049864160769681627028065264130092329906446986292828e-5
127,1.246551373282564342e-5,0.250002337305,0.750003895478,3.7140006290,-0.2579355975,0.9999999904,1109,-2.57935597518776855589663240721447796992953122552990967235986720253213823399824681976168897e-1,9.99999990381695539865538393327259959031953547092586636361693139551055838328153422327946822e-1,1.24655137328256431196263365314944842375663445904156066788568669825808070025245313539134317e-5
128,1.227225274832712531e-5,0.250002301068,0.750003835084,3.7139998041,0.2579355999,0.9999999905,1115,2.57935599868449502506458518694450142954070549048800787802080185259293697618040380457669400e-1,9.99999990530812131888016056497366469913200279920517747572198674912794710737045426359651611e-1,1.22722527483271257351471713829960904070788171032187635793104915985088374504439018195216293e-5
129,1.208345154771627743e-5,0.250002265667,0.750003776083,3.7139989982,-0.2579356022,0.9999999907,1120,-2.57935602163901761255485422263874905701341088638006569540789412062301037534085728233911261e-1,9.99999990676487705831742735329591850442861595134146970414737908943722289007233880668081763e-1,1.20834515477162779649710442207086295884736055795213664180945946502132965998516849003598708e-5
130,1.189897395759233628e-5,0.250002231077,0.750003718434,3.7139982108,0.2579356044,0.9999999908,1125,2.57935604406789109559779227171157449703289579359242747657903317497389039045157101177937003e-1,9.99999990818827325893510105434626059665314465544292739787649347645016595906246134853444225e-1,1.18989739575923357060566833782148407174301018701961411074673219245237433033685821709163991e-5
131,1.171868896249380974e-5,0.250002197273,0.750003662095,3.7139974413,-0.2579356066,0.9999999910,1131,-2.57935606598704322445001373881196537119632427747782923643950015259550573055850968809518465e-1,9.99999990957932076792953426299416294607105250915740927606117593970723834075929395152830020e-1,1.17186889624938090043916960727728318882802235639065647643651141434115896383184152888812753e-5
132,1.154247047221699000e-5,0.250002164231,0.750003607026,3.7139966891,0.2579356087,0.9999999911,1136,2.57935608741180300683208261913240921934651745667199497325720887688875527754121195708700980e-1,9.99999991093899243286010762139066649588428950664126967189140550347521588935168919317619301e-1,1.15424704722169899410458789647996108356021083919977677719508738787175791832464776684796867e-5
133,1.137019710128902158e-5,0.250002131929,0.750003553191,3.7139959538,-0.2579356108,0.9999999912,1141,-2.57935610835692751496812617929129178148960569472328696310043500811819508052261569955918051e-1,9.99999991226822480301511528331966999430708233386068529283625084873427098325437951995583062e-1,1.13701971012890212505999267036096789474428537119495026633935451141725123780626106960431620e-5
134,1.120175195987528399e-5,0.250002100345,0.750003500551,3.7139952348,0.2579356129,0.9999999914,1147,2.57935612883662730276718843650889687813244761669476747004418681103571401584961232775634524e-1,9.99999991356791974256514754425101722936634536076018385258007008096005441880600893754724521e-1,1.12017519598752845822633664462469204176632853763085609894426598464077603893104732651119310e-5
135,1.103702245544852786e-5,0.250002069458,0.750003449073,3.7139945317,-0.2579356149,0.9999999915,1152,-2.57935614886459051489376692674976013624117136036261260658492028666864024481988443894110671e-1,9.99999991483894596069251804442169534106254924306922336391238091649132523572205537858840147e-1,1.10370224554485282058244559639874957735345926899828519893748432470375355784198532813779864e-5
136,1.087590010459133560e-5,0.250002039247,0.750003398722,3.7139938440,0.2579356168,0.9999999916,1157,2.57935616845400576410535044926638257959892172881865301139315014495484264076250108845665212e-1,9.99999991608214046354446003369162115958482844905221929307278137539433757512719515379038547e-1,1.08759001045913361276459232244007812215415311820703583005736164179827098891113211059976850e-5
137,1.071828035434452137e-5,0.250002009693,0.750003349466,3.7139931712,-0.2579356188,0.9999999917,1163,-2.57935618761758384825420220802818144374976307259245091944503007443506929052687402995225850e-1,9.99999991729830993254168817195675866850889634421850421751095273273849478807322037797937327e-1,1.07182803543445212917195570204247917514737757150282476929719679993047952447719594918875113e-5
138,1.056406241255205777e-5,0.250001980777,0.750003301273,3.7139925130,0.2579356206,0.9999999918,1168,2.57935620636757837372832804563086338909813959139739902565273141934077806244577954207761356e-1,9.99999991848823203328053516034248092427408832641175127105474551561829273846441746642387197e-1,1.05640624125520581366937288511804572806601472035749531777855901112483707332605064373513617e-5
139,1.041314908668848517e-5,0.250001952480,0.750003254112,3.7139918688,-0.2579356225,0.9999999920,1173,-2.57935622471580534781438751807635611422610563751675523753896484788329852335682050981948260e-1,9.99999991965265665899443956160983997364140756370814391811070525298064104712495652757875817e-1,1.04131490866884858875594564194828043815686288747884687025852955605030455344830048550764109e-5
140,1.026544663068752474e-5,0.250001924786,0.750003207955,3.7139912384,0.2579356243,0.9999999921,1179,2.57935624267366179847749565282037585325323599883378761565259233286814929230694812739412105e-1,9.99999992079230711228744791225233712007434455987685394409292890157966342417548183538824448e-1,1.02654466306875254943316468565458039861212273622097249883159995270331388718530748702595531e-5
141,1.012086459932115335e-5,0.250001897676,0.750003162773,3.7139906212,-0.2579356260,0.9999999922,1184,-2.57935626025214347634585043076989925545540925917225215648582638384585179566424890419093384e-1,9.99999992190788122861710420947737909684137021034807290180484292502192561532459425913218328e-1,1.01208645993211540963353877373477133262154898992569835072598685734846885126601257556157701e-5
142,9.979315709706748646e-6,0.250001871135,0.750003118539,3.7139900171,0.2579356277,0.9999999923,1189,2.57935627746186169024030842902253029005883508174639655564340206751986614157032967120908630e-1,9.99999992300005244478526219165859883099186203210654128155896544476965275349686234234489783e-1,9.97931570970674901691929183404043523342636051987468709911263131894552351350610429605474154e-6
143,9.840715709546311464e-6,0.250001845147,0.750003075227,3.7139894255,-0.2579356294,0.9999999924,1195,-2.57935629431305932438062123440521836288209268307971311251082856061530073094971159609130623e-1,9.99999992406947081549171386691527909774076964765126792685384228004337783529453360113989689e-1,9.84071570954631149704731615264416346608013011311837216895899168819885893376559951664928923e-6
144,9.704983251726358447e-6,0.250001819697,0.750003032810,3.7139888461,0.2579356311,0.9999999925,1200,2.57935631081562608241287894469532704491498757395188118069068647649490686843809143967404093e-1,9.99999992511676398081592881525641527566968458839974235509111901104228230526027857905048378e-1,9.70498325172635809261210819280015198338306179819169173375036549354454494269271587652365698e-6
145,9.572039774929961360e-6,0.250001794770,0.750002991265,3.7139882787,-0.2579356327,0.9999999926,1205,-2.57935632697911300062011740502663958677998553973766205316489617462646645443402437097024812e-1,9.99999992614253808731558495911132541900217221548725740655422991097715405539730903762457424e-1,9.57203977492996204307652906483715355455577268173225445941706750099976976644820501487967920e-6
146,9.441809389933763225e-6,0.250001770351,0.750002950568,3.7139877228,0.2579356343,0.9999999927,1210,2.57935634281274627008472624984415968920238131377842008181317425567939044212766951872830318e-1,9.99999992714737866526597118226081219733899282953829565645453644743792392336754650611943623e-1,9.44180938993376392614134300553006648866737186617976982384238089159836707660827030517916330e-6
147,9.314218771282666034e-6,0.250001746428,0.750002910696,3.7139871782,-0.2579356358,0.9999999928,1216,-2.57935635832544040515317970725352956215434413875614687490890012370126866774019257835401002e-1,9.99999992813185146441086256443752164943272087694845113708782678595291602638954465421448526e-1,9.31421877128266629020765123597758838372156024831096305633594931657365398196001956257170868e-6
148,9.189197054053487322e-6,0.250001722986,0.750002871627,3.7139866446,0.2579356374,0.9999999929,1221,2.57935637352581079329776849587351805004663608677878968276342946584530092552677419456411533e-1,9.99999992909650325045228917175668168306246828257308951179941844497789775330204829173929546e-1,9.18919705405348712775935321485609051128370457468449010201597712275185704366881472457651694e-6
149,9.066675735436169150e-6,0.250001700013,0.750002833339,3.7139861216,-0.2579356388,0.9999999930,1226,-2.57935638842218565936454053003562819123329305203509947451047519328808054193876899861096429e-1,9.99999993004186256437298405212348576186571459679927169268559721428393302289973354386189764e-1,9.06667573543616992920400547574853087824381965683881706814570308210563100120130782846571648e-6
150,8.946588580877323375e-6,0.250001677496,0.750002795811,3.7139856091,0.2579356403,0.9999999931,1232,2.57935640302261747523060752492239483150418088237009893267825429768640864826121489991096678e-1,9.99999993096844044656051009432562560826463760419502874195973919215430823371726293299049837e-1,8.94658858087732376832961885963748045643971400268011834550832230473293473659740846335332008e-6
151,8.828871534545977689e-6,0.250001655424,0.750002759025,3.7139851066,-0.2579356417,0.9999999932,1237,-2.57935641733489384405725553851630484885913359263499947021992634876247500097495042852893384e-1,9.99999993187673112758548836592359004143113092927687737355832417148399560050624512793532294e-1,8.82887153454597843230359925794269868443495781764086021418653696402607574609572337462188004e-6
152,8.713462633895562815e-6,0.250001633785,0.750002722959,3.7139846140,0.2579356431,0.9999999933,1242,2.57935643136654788660861273062742671774548917752380934647861433904973731926962813189196085e-1,9.99999993276721268737739231365858794023833237696379268649993150098409095414062688221044409e-1,8.71346263389556352532526151617179746163619362376897477063969776452447130109884588785252657e-6
153,8.600301928109327240e-6,0.250001612567,0.750002687597,3.7139841310,-0.2579356445,0.9999999934,1248,-2.57935644512486815550040426207929679348017047090313364607251200911373029329154522682756778e-1,9.99999993364034768443948863651712390827530248679066494175894656380306787126472536450951683e-1,8.60030192810932728881143295495793404543405873478458052834930485930836280225929684868243588e-6
154,8.489331400228766400e-6,0.250001591759,0.750002652918,3.7139836573,0.2579356459,0.9999999934,1253,2.57935645861690810174165302758281952097602827368916671401835062600145055943778353656055959e-1,9.99999993449658375664919469565273694312989604243266184663799956545709769681346910628939850e-1,8.48933140022876567435022855828858064787967951413908247998137001892605298101057714610621148e-6
155,8.380494892776194901e-6,0.250001571352,0.750002618907,3.7139831928,-0.2579356472,0.9999999935,1258,-2.57935647184949511652676487405086147212734598317978097870754289319950053208781992154426923e-1,9.99999993533635419510092059111244505863210678094567006903603173403595846793508121762059576e-1,8.38049489277619505451911197554884379190511904621191627905067817710331349041826065965200772e-6
156,8.273738036693429021e-6,0.250001551335,0.750002585545,3.7139827371,0.2579356485,0.9999999936,1264,2.57935648482923916991952512921440210806983968930885421992847254197111094960874546357572178e-1,9.99999993616007849236494351395734602299306420522802804614315074851616164145893182131573131e-1,8.27373803669342834535838736935125138448985096457514664854725738917387539024063118675014351e-6
157,8.169008183428655195e-6,0.250001531698,0.750002552817,3.7139822901,-0.2579356498,0.9999999937,1269,-2.57935649756254106683789874465810204270357073241073236458601498256732960502992187759668082e-1,9.99999993696816286645762717848586413145124860495369258062265532314818062180575337027934335e-1,8.16900818342865551333078796046557818273138523793806957690957622828006373812692745618173986e-6
158,8.066254340013133382e-6,0.250001512431,0.750002520707,3.7139818515,0.2579356510,0.9999999938,1274,2.57935651005560033959340843659797140377455714751508467232651456123792489317756056959751588e-1,9.99999993776100076174498440356082334315697670273458863096826910196326981072314666501067907e-1,8.06625434001313285018445410746179395512339062210026500307400381381263119220045089844512759e-6
159,7.965427106978195015e-6,0.250001493526,0.750002489198,3.7139814212,-0.2579356522,0.9999999939,1280,-2.57935652231442279515593518399788886818353992391863023885705827859156724622000228865309807e-1,9.99999993853897332793284801654690874130152587204318407259233983879200014348588409178899704e-1,7.96542710697819486753206558143216023366465642133635732974426333258148683635984707681774722e-6
160,7.866478618971458836e-6,0.250001474973,0.750002458277,3.7139809988,0.2579356534,0.9999999939,1285,2.57935653434482773429911173942883554137792240892919451194852279521126748132406330809716831e-1,9.99999993930244987823245117752192298812310357430280535901134165861475826763488349776596340e-1,7.86647861897145876751612392763341166148121383113863824465712286625590621401422945156492135e-6
161,7.769362487938931441e-6,0.250001456764,0.750002427928,3.7139805843,-0.2579356546,0.9999999940,1290,-2.57935654615245485882849610699525899883626124701412102478325470581606441622708499848161385e-1,9.99999994005178832772973312943904419825952105803771787638740461834289159381515994255572817e-1,7.76936248793893175932145599468352362927056961967875612853445403953675215702711131101547288e-6
162,7.674033748747091264e-6,0.250001438889,0.750002398137,3.7139801774,0.2579356558,0.9999999941,1296,2.57935655774277088220018806061120791888456832734072551986801430677862672827150852384920978e-1,9.99999994078733561292991177183364244864415921299936764517822625295525402717908751260926678e-1,7.67403374874709082021858548593302433195097248245537952398652706778827869753395599413870691e-6
163,7.580448807125914836e-6,0.250001421342,0.750002368892,3.7139797780,-0.2579356569,0.9999999942,1301,-2.57935656912107585799756702360179298140554024880010897181137951627635178667508678453131506e-1,9.99999994150942809339555147626642592802543820051938846259860111175867797791368268319150387e-1,7.58044880712591510424353404262139910941817662370152441609000929653290977204148650689281037e-6
164,7.488565389820343247e-6,0.250001404114,0.750002340178,3.7139793858,0.2579356580,0.9999999942,1306,2.57935658029250923994474842614552515676947958858099860207186892022777240248398887158161091e-1,9.99999994221839193634627245285577717999170740875520824019832597666365235858798077420321051e-1,7.48856538982034299542177570755171948822560173907828597064820939191122133823286010367328729e-6
165,7.398342496843726933e-6,0.250001387197,0.750002311984,3.7139790007,-0.2579356591,0.9999999943,1312,-2.57935659126205568639380520463505347685357974060686951180306074857128188401195479220074165e-1,9.99999994291454348504118266083790809549419563217091226084078714050920467991325659128154083e-1,7.39834249684372653714242303469165620231301650445055096949279454237007438151728894388324460e-6
166,7.309740355732591634e-6,0.250001370584,0.750002284296,3.7139786225,0.2579356602,0.9999999944,1317,2.57935660203455062152565094185993556236144707222357423195614432133172977358910982495329175e-1,9.99999994359818961172086603561528959466235309122484127412735920824914472675997469677411851e-1,7.30974035573259140235506167482668057377050634432112745456421098483929916525398898024889960e-6
167,7.222720377707404665e-6,0.250001354267,0.750002257102,3.7139782511,-0.2579356613,0.9999999944,1322,-2.57935661261468556484882438561324900838421241895037885934122204855431871365188242817360290e-1,9.99999994426962805584414717522594169622665317127846648497715122398382790261186870870863689e-1,7.22272037770740461841830979527193776938079797462211387197454489234352794069291351334815908e-6
168,7.137245115649127408e-6,0.250001338240,0.750002230391,3.7139778862,0.2579356623,0.9999999945,1328,2.57935662300701323996355122721062802880096887545777816958756378668667374147277404856940920e-1,9.99999994492914774831570118554223525992088920985951055456132505337586632622985623959154600e-1,7.13724511564912714516248613420734793108753952463051398506481194612104568745298234496403357e-6
169,7.053278223806104499e-6,0.250001322496,0.750002204151,3.7139775278,-0.2579356633,0.9999999946,1333,-2.57935663321595247297787817588202251499240176751972335859371097554712934330198812218809064e-1,9.99999994557702912236372881900294845780439717566481695279555611742482852610568691399314864e-1,7.05327822380610477614894214487702833536129036721580709361536638253359033133076185722787380e-6
170,6.970784419150348081e-6,0.250001307029,0.750002178372,3.7139771757,0.2579356643,0.9999999946,1338,2.57935664324579289041604275073123965536955268882510136693172102332919448988571600947035507e-1,9.99999994621354441169222322809663172522232848390272908006676785683999963031794433176292965e-1,6.97078441915034789317830253687299242218630416399896256776218348653340553577231953551584710e-6
171,6.889729444306486115e-6,0.250001291831,0.750002153042,3.7139768298,-0.2579356653,0.9999999947,1344,-2.57935665310069942594438885530302811322306246198309122128922200269124387713600551778608480e-1,9.99999994683895793649967779770774143717463075327886162474521671439022672484609933009994758e-1,6.88972944430648621515846075243572632694572169668619705352231699640635410044431838529879373e-6
172,6.810080031980675594e-6,0.250001276896,0.750002128151,3.7139764898,0.2579356663,0.9999999947,1349,2.57935666278471664475504270011073687327778484553330486814891041822697309622831127288099982e-1,9.99999994745352637792529638266520891131265668225107186950445419253027062281437166046266810e-1,6.81008003198067546786826730542267469840370224212255091850131298067390912703702851957692146e-6
